fuel_type,body_type,kilometer_runned,transmission_type,number_of_owners,manufacturer,model,model_year,price,registration_year,insurance_validity,seats,engine_displacement,mileage,max_power(bhp),City
4,1045481.863,34.17,1,1,19,157,2013,524000,2013,2,5,10.62,2.82,4.46,0
1,1494416.76,43.09,1,1,16,129,2019,1650000,2019,5,7,12.68,2.47,5.35,0
1,460293.0196,38.48,1,2,19,156,2015,583000,2015,2,5,10.77,2.93,4.2,0
4,1045481.863,40.88,1,2,30,263,2020,1147000,2020,6,5,10,2.61,4.77,0
1,1045481.863,37.8,0,1,27,218,2016,825000,2016,2,5,11.44,2.79,4.77,0
1,1494416.76,46.18,0,1,13,101,2016,3150000,2016,5,7,12.68,2.32,5.73,0
4,460293.0196,41.67,1,1,30,258,2018,755000,2018,5,5,10.62,2.53,4.2,0
4,1494416.76,41.21,1,1,8,66,2015,875000,2015,2,5,11.67,2.35,4.95,0
4,460293.0196,39.73,1,1,30,258,2021,855000,2021,4,5,10,2.61,4.22,0
1,1494416.76,55.83,0,3,29,247,2014,1845000,2014,2,7,12.68,2.32,5.52,0
4,460293.0196,40.21,1,1,8,70,2016,525000,2016,2,5,10.62,2.66,4.34,0
4,460293.0196,33.02,0,1,8,70,2017,650000,2017,2,5,10.62,2.66,4.34,0
1,1042342.282,58.38,1,2,29,250,2011,950000,2011,2,7,12.68,2.34,4.67,0
4,1045481.863,41.58,0,1,7,56,2018,846000,2018,6,5,11.44,2.62,4.9,0
4,460293.0196,41.16,1,2,19,156,2013,424000,2013,2,5,10.62,2.82,4.46,0
4,460293.0196,35.3,1,1,19,134,2008,210000,2008,2,5,9.38,2.7,3.59,0
4,1045481.863,26.15,1,2,29,253,2021,959000,2021,5,5,11.44,2.58,4.73,0
4,1494416.76,45.74,1,1,26,205,2020,889000,2021,2,5,11,2.54,5.36,0
1,1494416.76,48.55,1,2,6,45,2018,836000,2018,2,5,11.44,2.84,4.63,0
4,1494416.76,27.14,0,1,26,208,2022,660000,2022,5,5,10,2.67,4.14,0
4,460293.0196,40.14,1,1,7,54,2012,334000,2012,2,5,10.62,2.69,4.43,0
4,1494416.76,35.95,1,1,16,117,2018,594000,2018,5,6,10.62,2.63,4.34,0
1,1494416.76,36.84,1,1,11,92,2018,1450000,2018,5,5,12.51,2.58,5.54,0
1,1045481.863,44.81,1,4,30,263,2011,219000,2011,5,5,11.69,2.74,4.7,0
1,1042342.282,53.13,1,3,29,250,2008,455000,2008,5,8,12.68,2.34,4.67,0
4,460293.0196,21.54,1,1,19,137,2022,825000,2022,5,5,10.62,2.82,4.46,0
4,1045481.863,34.2,1,1,7,56,2018,825000,2018,5,5,11.44,2.59,4.9,0
1,1494416.76,34.2,1,1,6,45,2020,920000,2020,5,5,11.44,2.84,4.63,0
1,1494416.76,45.08,1,2,6,45,2017,729000,2017,4,5,11.44,2.83,4.62,0
4,460293.0196,38.6,1,1,19,140,2015,432000,2015,2,5,9.99,2.93,4.04,0
1,1494416.76,46.42,1,1,26,205,2016,700000,2016,5,5,11.35,2.71,4.38,0
4,1045481.863,19.66,1,1,8,78,2021,1499000,2021,2,5,11.44,2.61,4.84,0
4,1494416.76,33.77,1,1,26,205,2017,762000,2017,2,5,11.69,2.35,4.68,0
4,1494416.76,27.14,1,1,15,109,2022,1625000,2022,5,5,11.44,2.49,4.77,0
1,1494416.76,47.98,1,2,26,205,2014,632000,2014,2,5,11.35,2.73,4.38,0
4,1494416.76,29.96,0,1,8,77,2020,1218000,2020,2,5,9.99,2.63,4.91,0
4,460293.0196,40.28,0,1,8,70,2017,524000,2017,6,5,10.62,2.66,4.34,0
1,1494416.76,30.43,1,3,16,129,2018,1405000,2018,2,7,12.68,2.47,5.35,0
4,1494416.76,30,0,1,8,66,2018,1275000,2018,5,5,11.67,2.35,4.95,0
4,460293.0196,44.81,0,3,8,80,2010,275000,2010,5,5,10.62,2.68,4.31,0
4,1045481.863,27.14,1,1,7,56,2022,1125000,2022,5,5,11.44,2.59,4.9,0
4,1045481.863,43.62,0,1,7,56,2016,650000,2016,2,5,11.44,2.62,4.9,0
4,1045481.863,47.91,0,3,0,2,2010,700000,2010,5,5,12.12,2.31,5.46,0
1,1045481.863,49.32,1,3,16,127,2016,260000,2016,5,5,11.35,2.76,4.02,0
4,460293.0196,40.82,0,2,8,80,2010,395000,2010,2,5,10.62,2.68,4.31,0
4,1045481.863,29.58,1,1,8,79,2019,681000,2019,5,5,10.62,2.72,4.34,0
4,460293.0196,42,1,1,19,153,2020,405000,2020,2,5,9.99,2.79,4.04,0
4,460293.0196,34.2,0,1,7,59,2018,765000,2018,2,5,10.62,2.67,4.46,0
1,460293.0196,44.99,1,1,19,152,2014,487000,2014,4,5,10.77,2.85,4.2,0
1,1494416.76,43.09,1,1,16,129,2018,1474000,2019,5,7,12.68,2.47,5.35,0
1,1494416.76,41.21,0,2,16,129,2017,1340000,2017,5,7,12.68,2.52,5.19,0
4,1042342.282,24.08,0,1,26,212,2021,770000,2021,2,7,10,2.63,4.14,0
4,460293.0196,32.44,0,2,19,137,2018,818000,2018,5,5,10.62,2.78,4.36,0
4,1494416.76,27.17,1,1,6,45,2017,724000,2017,2,5,11.44,2.57,4.95,0
4,460293.0196,33.69,0,3,19,140,2016,468000,2016,2,5,9.99,2.96,4.04,0
4,1045481.863,46.42,1,1,30,256,2013,500000,2013,5,5,11.16,2.45,4.94,0
1,1494416.76,41.21,1,2,16,129,2017,1350000,2017,5,7,12.68,2.52,5.19,0
4,460293.0196,35.3,1,1,8,70,2016,525000,2016,2,5,10.62,2.66,4.34,0
4,460293.0196,44.81,1,2,8,69,2006,175000,2006,5,5,11.03,2.48,4.34,0
4,460293.0196,46.1,1,1,19,156,2019,650000,2019,2,5,10.62,2.8,4.34,0
4,460293.0196,36.09,0,1,7,59,2017,775000,2017,2,5,10.62,2.63,4.46,0
4,1045481.863,41.21,1,1,8,78,2019,900000,2019,5,5,11.67,2.57,4.95,0
4,460293.0196,25.71,1,1,19,135,2020,408000,2020,2,5,9.38,2.8,3.62,0
4,460293.0196,24.8,0,1,8,70,2017,642000,2017,2,5,10.62,2.66,4.34,0
4,1045481.863,41.21,1,1,8,78,2019,900000,2019,5,5,11.67,2.57,4.95,0
4,460293.0196,16.5,0,1,4,35,2020,521000,2020,2,5,10,2.82,4.06,0
4,1042342.282,32.57,1,1,26,212,2020,695000,2020,6,7,10,2.71,4.14,0
4,460293.0196,34.2,1,2,19,136,2018,390000,2018,5,5,9.99,2.88,4.06,0
4,460293.0196,52.19,1,1,28,237,2016,429000,2016,2,5,10.62,2.88,4.38,0
4,1045481.863,49.32,1,1,6,44,2021,520000,2021,5,5,10.61,2.64,4.56,0
4,460293.0196,21.22,0,1,19,160,2019,625000,2019,4,5,10.62,2.74,4.34,0
4,460293.0196,19.66,1,1,26,207,2022,601000,2022,6,5,10,2.78,4.06,0
1,1494416.76,49.32,1,1,11,92,2017,1300000,2017,5,5,12.51,2.58,5.54,0
4,460293.0196,27.14,0,1,8,70,2017,645000,2017,2,5,10.62,2.66,4.34,0
1,1494416.76,49.32,0,2,0,7,2013,1975000,2013,5,7,12.68,2.29,5.84,0
4,460293.0196,35.72,1,1,8,81,2016,695000,2016,5,5,10.62,2.65,4.34,0
4,1045481.863,46.42,1,1,30,256,2013,500000,2013,5,5,11.16,2.45,4.94,0
1,1045481.863,46.42,0,2,1,10,2014,1644000,2014,2,5,12.59,2.83,5.75,0
4,1494416.76,34.76,1,1,6,45,2019,895000,2019,2,5,11.44,2.57,4.95,0
4,460293.0196,44.81,1,2,8,80,2013,350000,2013,5,5,10.62,2.73,4.29,0
1,1045481.863,41.21,1,1,8,78,2012,550000,2012,5,5,11.65,2.82,5.02,0
4,460293.0196,25.36,1,1,19,149,2017,581000,2017,2,5,10.62,2.75,4.34,0
4,460293.0196,29.27,1,3,19,160,2020,513000,2020,2,5,10.62,2.74,4.34,0
4,460293.0196,37.99,1,1,19,137,2017,650000,2017,5,5,10.62,2.76,4.34,0
1,460293.0196,32.91,1,1,6,50,2020,806000,2020,2,5,11.44,2.9,4.62,0
4,460293.0196,28.09,0,1,19,137,2016,725000,2016,4,5,10.62,2.78,4.36,0
1,1045481.863,36.84,0,1,1,13,2018,4950000,2018,2,5,12.68,2.59,5.84,0
4,460293.0196,40.77,1,1,8,70,2014,426000,2014,4,5,10.62,2.66,4.34,0
4,460293.0196,33.62,1,1,19,136,2019,485000,2019,2,5,9.99,2.88,4.06,0
4,460293.0196,36.77,1,2,7,54,2012,351000,2012,5,5,10.62,2.69,4.43,0
4,460293.0196,21.55,1,1,26,207,2021,490000,2021,5,5,10,2.78,4.06,0
1,1494416.76,36.01,1,1,16,129,2017,1495000,2017,5,7,12.68,2.52,5.19,0
1,1494416.76,47.33,0,1,1,17,2016,2750000,2016,2,5,12.59,2.65,5.73,0
4,460293.0196,38.22,0,1,30,258,2017,1025000,2017,5,5,10.62,2.58,4.7,0
1,1494416.76,36.02,0,2,0,5,2015,2345000,2015,5,5,12.53,2.51,5.59,0
1,1045481.863,37.8,1,1,27,218,2016,825000,2016,2,5,11.44,2.76,4.77,0
1,1494416.76,40.82,1,2,6,45,2016,675000,2016,2,5,11.44,2.79,4.63,0
1,460293.0196,48.4,1,3,6,49,2010,190000,2010,2,5,11.18,2.71,4.08,0
1,1045481.863,51.17,0,1,0,3,2014,890000,2016,5,5,12.53,2.61,5.59,0
4,1494416.76,27.14,0,1,26,208,2022,823000,2022,5,5,10,2.67,4.14,0
4,460293.0196,37.4,1,1,19,156,2014,554000,2014,2,5,10.62,2.82,4.46,0
4,1045481.863,39.04,1,1,19,157,2014,499000,2015,2,5,10.62,2.82,4.46,0
4,1494416.76,21.54,0,1,26,208,2022,815000,2022,5,5,10,2.67,4.14,0
4,460293.0196,33.24,1,1,19,137,2020,719000,2020,4,5,10.62,2.76,4.34,0
4,460293.0196,43.63,1,1,19,140,2015,372000,2015,4,5,9.99,2.93,4.04,0
4,460293.0196,21.54,0,1,19,140,2018,515000,2018,5,5,9.99,2.85,4.06,0
4,460293.0196,39.02,1,2,7,59,2016,554000,2016,5,5,10.62,2.65,4.46,0
4,1045481.863,16.56,1,1,28,239,2023,700000,2023,2,5,10.62,2.73,4.38,0
4,460293.0196,41.29,1,1,19,156,2011,410000,2011,5,5,10.62,2.82,4.46,0
4,1045481.863,34.12,1,1,19,142,2016,685000,2016,4,5,11.11,2.75,4.5,0
1,1494416.76,21.54,0,1,12,97,2022,1800000,2022,5,5,11.43,2.61,4.84,0
4,460293.0196,39.15,1,2,19,160,2006,180000,2006,5,5,9.99,2.66,4.06,0
4,1494416.76,36.84,1,2,6,45,2018,765000,2018,5,5,11.44,2.57,4.95,0
4,1494416.76,21.54,1,1,15,111,2023,1950000,2023,5,5,11.32,2.4,5.2,0
4,1045481.863,36.84,1,3,8,68,2013,491000,2013,5,5,12.16,2.54,5.28,0
1,1494416.76,28.55,1,1,6,45,2021,1175000,2021,5,5,11.44,2.79,4.63,0
4,1494416.76,20.33,1,1,6,45,2020,999000,2020,2,5,11.44,2.51,4.94,0
4,460293.0196,37.87,1,1,8,81,2012,404000,2012,5,5,10.62,2.64,4.36,0
4,460293.0196,36.84,1,2,8,80,2016,358000,2016,5,5,10.28,2.71,4.08,0
4,460293.0196,40.21,0,1,19,149,2017,581000,2017,2,5,10.62,2.75,4.34,0
4,460293.0196,42.35,1,1,8,81,2015,630000,2015,5,5,10.62,2.65,4.34,0
4,460293.0196,29.49,1,1,7,59,2016,560000,2016,5,5,10.62,2.65,4.46,0
1,1494416.76,35.33,1,1,16,129,2019,1551000,2019,5,7,12.68,2.47,5.35,0
4,460293.0196,34.65,1,1,19,140,2018,501000,2018,2,5,9.99,2.85,4.06,0
4,460293.0196,29.16,0,2,19,160,2020,617000,2021,2,5,10.62,2.74,4.34,0
4,460293.0196,38.26,1,1,19,136,2017,365000,2017,5,5,9.99,2.88,4.06,0
4,1045481.863,44.81,0,1,7,56,2018,995000,2018,2,5,11.44,2.64,4.92,0
4,460293.0196,31.41,1,2,8,81,2019,775000,2019,2,5,10.62,2.65,4.34,0
4,1045481.863,33.02,1,1,8,78,2017,770000,2017,2,5,11.67,2.61,4.95,0
4,460293.0196,26.71,1,1,19,156,2018,725000,2018,5,5,10.62,2.8,4.34,0
4,460293.0196,31.26,0,1,7,59,2019,840000,2019,2,5,10.62,2.63,4.46,0
4,460293.0196,36.57,1,2,8,81,2018,799000,2018,2,5,10.62,2.65,4.34,0
4,460293.0196,39.15,0,2,20,165,2014,1380000,2014,5,5,11.68,2.49,4.94,0
4,460293.0196,29.88,1,1,19,156,2018,696000,2018,4,5,10.62,2.8,4.34,0
4,460293.0196,32.91,1,1,19,156,2015,576000,2015,2,5,10.62,2.82,4.46,0
4,460293.0196,39.96,1,1,29,248,2020,721000,2020,6,5,10.62,2.82,4.46,0
4,1045481.863,31.53,1,2,7,56,2018,995000,2018,5,5,11.44,2.59,4.9,0
4,460293.0196,42.97,1,2,8,81,2015,594000,2015,5,5,10.62,2.65,4.34,0
1,1494416.76,44.51,1,1,16,129,2015,927000,2015,2,7,12.68,2.47,5.19,0
1,1494416.76,33.43,0,1,0,5,2018,3275000,2018,2,5,12.53,2.48,5.66,0
4,460293.0196,37.38,1,1,19,160,2015,426000,2015,2,5,9.99,2.74,4.06,0
1,1494416.76,41.21,0,1,8,66,2015,1100000,2015,5,5,11.65,2.57,5.02,0
4,1494416.76,34.35,1,1,23,194,2022,905000,2022,6,5,10,2.71,4.62,0
4,1494416.76,36.33,0,1,26,205,2019,848000,2019,2,5,11.44,2.47,4.71,0
1,1045481.863,41.21,0,2,27,220,2008,575000,2008,5,5,12.68,2.28,5.46,0
4,1494416.76,35.57,1,2,8,66,2016,895000,2016,2,5,11.67,2.48,4.95,0
4,1494416.76,27.35,1,1,8,77,2019,1099000,2019,5,5,9.99,2.63,4.91,0
4,1045481.863,41.21,1,2,19,157,2012,445000,2012,2,5,10.62,2.67,4.41,0
4,1045481.863,35.9,1,2,30,263,2017,775000,2017,5,5,11.69,2.52,4.69,0
4,460293.0196,37.85,1,3,19,160,2013,327000,2013,2,5,9.99,2.66,4.06,0
4,460293.0196,44.93,0,1,7,59,2017,661000,2017,2,5,10.62,2.67,4.46,0
1,1494416.76,46.42,1,1,16,129,2012,775000,2012,2,7,12.68,2.47,5.19,0
4,1045481.863,31.41,1,1,19,157,2017,682000,2017,2,5,10.62,2.77,4.34,0
4,460293.0196,28.94,1,1,8,70,2017,577000,2017,4,5,10.62,2.66,4.34,0
4,460293.0196,44.81,1,3,30,258,2015,500000,2015,5,5,10.62,2.54,4.2,0
4,460293.0196,33.32,1,1,7,59,2017,679000,2017,2,5,10.62,2.65,4.46,0
1,460293.0196,41,0,1,20,167,2014,1445000,2014,2,5,12.68,2.46,4.94,0
4,460293.0196,17.59,1,1,19,156,2021,776000,2021,4,5,10.62,2.82,4.46,0
4,460293.0196,20.08,1,1,28,237,2021,690000,2021,6,5,10.62,2.72,4.39,0
1,1045481.863,49.32,1,2,27,218,2012,380000,2012,5,5,11.69,2.74,4.7,0
4,1494416.76,39.15,1,3,26,205,2014,560000,2014,5,5,11.69,2.37,4.68,0
1,1042342.282,50.12,1,2,26,209,2015,515000,2015,2,7,11.35,2.71,4.77,0
4,460293.0196,32.09,1,2,8,81,2018,799000,2018,2,5,10.62,2.65,4.34,0
1,1494416.76,47.91,1,2,29,247,2009,1200000,2009,5,7,12.68,2.26,5.52,0
1,460293.0196,31.32,1,1,8,81,2019,835000,2019,5,5,11.18,2.82,4.46,0
1,1494416.76,49.32,1,2,29,247,2009,1275000,2009,5,7,12.68,2.26,5.52,0
1,1045481.863,32.08,0,2,20,171,2017,3075000,2017,2,5,12.68,2.42,5.84,0
4,1045481.863,38.88,1,1,7,56,2014,527000,2014,2,5,11.44,2.59,4.9,0
4,460293.0196,37.18,1,1,19,153,2019,426000,2019,2,5,9.99,2.79,4.04,0
4,1494416.76,46.42,0,2,6,45,2015,625000,2015,2,5,11.44,2.45,4.94,0
4,1045481.863,40.39,1,2,19,157,2013,447000,2013,2,5,10.62,2.82,4.46,0
4,460293.0196,36.82,1,2,19,156,2014,552000,2014,2,5,10.62,2.82,4.46,0
1,1045481.863,44.98,1,2,7,56,2016,795000,2016,2,5,11.44,2.96,4.62,0
4,460293.0196,39.49,1,2,19,141,2018,459000,2018,2,5,9.99,2.79,4.06,0
4,1045481.863,48.53,1,2,19,142,2016,700000,2017,0,5,11.11,2.75,4.5,0
4,460293.0196,37.59,1,1,19,153,2019,405000,2019,5,5,9.99,2.79,4.04,0
4,460293.0196,33.16,0,1,26,207,2020,536000,2020,2,5,10,2.8,4.06,0
1,1494416.76,46.03,0,1,20,180,2014,2400000,2014,2,5,12.68,2.48,5.84,0
1,1494416.76,44.65,0,1,20,178,2017,4745000,2017,2,5,12.68,2.26,5.84,0
4,1494416.76,23.51,1,2,26,205,2018,895000,2018,2,5,11.44,2.47,4.71,0
1,1045481.863,34.48,1,1,8,78,2018,1375000,2018,5,5,11.65,2.8,5.02,0
4,460293.0196,45.54,0,1,30,258,2017,880000,2017,4,5,10.62,2.58,4.7,0
1,1042342.282,38.71,1,1,29,250,2011,1030000,2011,2,7,12.68,2.34,4.67,0
4,460293.0196,35.83,1,1,19,160,2016,475000,2016,2,5,10.62,2.74,4.34,0
4,460293.0196,33.02,1,2,19,140,2020,532000,2020,4,5,9.99,2.79,4.06,0
4,1045481.863,38.89,1,2,7,56,2016,651000,2017,2,5,11.44,2.61,4.9,0
4,460293.0196,31.74,1,1,8,81,2016,715000,2016,2,5,10.62,2.65,4.34,0
1,1494416.76,42.82,1,1,19,159,2016,740000,2016,4,5,10.77,2.9,4.46,0
4,1045481.863,37.83,1,2,19,157,2013,455000,2013,2,5,10.62,2.82,4.46,0
4,1494416.76,21.54,0,1,12,97,2021,1699000,2021,5,5,11.44,2.56,4.84,0
4,460293.0196,30.08,1,2,8,70,2019,524000,2019,2,5,10.62,2.66,4.34,0
4,1494416.76,29.44,0,1,11,92,2019,1765000,2019,2,5,11.1,2.52,5.43,0
4,460293.0196,31.07,1,1,8,81,2017,525000,2017,5,5,10.62,2.65,4.34,0
1,1045481.863,46.42,1,2,30,263,2012,360000,2012,5,5,11.69,2.74,4.7,0
1,1045481.863,33.02,0,1,20,169,2018,3150000,2018,2,5,12.68,2.62,5.14,0
4,1494416.76,26.71,0,1,8,77,2021,1260000,2021,4,5,9.99,2.63,4.91,0
4,1494416.76,36.84,1,1,28,233,2020,850000,2020,5,5,10.62,2.57,4.77,0
4,460293.0196,40.09,0,1,19,140,2018,493000,2018,2,5,9.99,2.85,4.06,0
4,460293.0196,35.14,1,1,7,54,2018,505000,2018,2,5,10.62,2.64,4.43,0
4,460293.0196,33.18,0,1,19,137,2020,825000,2021,5,5,10.62,2.69,4.34,0
4,460293.0196,33.26,1,2,8,82,2017,682000,2017,6,5,10.62,2.58,4.34,0
4,460293.0196,31.79,1,2,19,140,2018,486000,2018,2,5,9.99,2.93,4.04,0
4,460293.0196,37.73,1,1,8,70,2017,540000,2017,2,5,10.62,2.66,4.34,0
4,460293.0196,31.07,1,2,8,70,2018,530000,2018,5,5,10.62,2.66,4.34,0
4,460293.0196,29.66,1,2,19,135,2020,407000,2020,6,5,9.38,2.8,3.62,0
4,460293.0196,36.06,1,3,8,70,2016,453000,2017,5,5,10.62,2.66,4.34,0
4,1494416.76,31.07,1,1,12,98,2021,1010000,2021,5,5,9.99,2.63,4.91,0
4,1494416.76,37.73,0,2,7,55,2017,1675000,2018,5,5,12.68,2.29,5.72,0
1,1494416.76,33.56,0,2,16,129,2018,1645000,2018,2,7,12.68,2.47,5.35,0
4,460293.0196,32.08,0,1,28,237,2018,625000,2018,2,5,10.62,2.88,4.38,0
4,460293.0196,31.35,1,1,19,160,2022,635000,2022,2,5,10.62,2.74,4.34,0
1,1045481.863,38.32,1,1,8,78,2013,550000,2013,2,5,11.65,2.88,5.02,0
1,1045481.863,38.71,0,1,20,169,2017,2450000,2017,2,5,12.68,2.62,5.14,0
4,1045481.863,25.05,0,2,19,142,2020,1025000,2020,5,5,11.35,2.72,4.69,0
4,460293.0196,27.64,1,1,8,81,2021,977000,2021,2,5,9.99,2.71,4.91,0
1,1045481.863,41.56,1,1,8,68,2021,1705000,2021,2,5,11.43,2.44,4.84,0
4,460293.0196,39.12,0,1,19,156,2018,667000,2018,4,5,10.62,2.83,4.46,0
4,460293.0196,29.03,0,2,8,70,2014,494000,2014,2,5,10.62,2.66,4.34,0
4,1045481.863,41.67,1,1,7,56,2015,636000,2015,6,5,11.44,2.59,4.9,0
1,1494416.76,44.97,1,1,6,45,2017,792000,2017,2,5,11.44,2.84,4.63,0
4,1494416.76,21.54,1,2,23,194,2021,695000,2021,5,5,10,2.71,4.62,0
1,1494416.76,48.98,1,1,19,159,2016,827000,2016,2,5,10.77,2.9,4.46,0
4,460293.0196,46.85,1,1,19,156,2011,382000,2011,2,5,10.62,2.82,4.46,0
4,460293.0196,27.14,1,1,28,237,2021,650000,2021,5,5,10.62,2.67,4.39,0
4,460293.0196,32.65,0,1,19,140,2017,512000,2017,6,5,9.99,2.85,4.06,0
4,460293.0196,37.3,1,3,19,140,2018,463000,2018,2,5,9.99,2.93,4.04,0
4,1045481.863,21.54,0,1,8,78,2023,1500000,2023,5,5,11.44,2.64,4.84,0
4,460293.0196,25.78,1,2,19,141,2018,525000,2018,4,5,9.99,2.79,4.06,0
1,1494416.76,31.07,1,1,26,205,2014,460000,2014,5,5,11.35,2.73,4.38,0
4,460293.0196,36.92,1,1,19,137,2016,627000,2016,5,5,10.62,2.78,4.36,0
4,1045481.863,35.86,1,1,8,78,2012,511000,2013,2,5,11.67,2.57,4.95,0
4,460293.0196,49.32,1,3,8,69,2006,55000,2006,5,5,11.03,2.48,4.34,0
1,460293.0196,41.21,1,2,8,81,2015,600000,2015,5,5,11.18,2.82,4.46,0
1,1045481.863,32.19,0,1,30,256,2014,1285000,2014,2,5,12.53,2.57,5.17,0
4,1494416.76,27.94,0,1,30,261,2022,3150000,2022,5,5,12.57,2.33,5.73,0
4,460293.0196,21.54,1,1,28,222,2023,750000,2023,5,5,10.62,2.68,4.43,0
4,460293.0196,22.27,0,1,8,81,2021,985000,2021,5,5,10.62,2.7,4.43,0
1,1045481.863,37.18,0,1,30,263,2018,1045000,2019,5,5,11.44,2.81,4.77,0
1,460293.0196,41.21,1,1,28,228,2012,200000,2012,5,5,11.18,2.92,4.1,0
4,460293.0196,29.64,1,1,19,137,2017,710000,2017,2,5,10.62,2.78,4.36,0
4,460293.0196,31.33,1,1,19,156,2016,586000,2016,2,5,10.62,2.82,4.46,0
4,1494416.76,27.14,0,1,15,109,2022,1500000,2022,5,5,11.44,2.46,4.77,0
4,460293.0196,40.39,0,1,19,149,2017,584000,2017,6,5,10.62,2.75,4.34,0
4,460293.0196,52,1,1,8,81,2013,409000,2013,2,5,10.62,2.64,4.36,0
4,1042342.282,32.06,0,2,29,251,2019,2175000,2019,5,7,12.68,2.25,5.47,0
4,1045481.863,37.28,0,1,19,157,2019,738000,2019,2,5,10.62,2.77,4.34,0
1,1045481.863,43.09,1,1,8,79,2015,380000,2015,5,5,10.38,2.9,4.14,0
4,460293.0196,39.71,1,1,8,81,2017,656000,2017,6,5,10.62,2.65,4.34,0
4,460293.0196,42.92,1,1,19,156,2014,483000,2014,2,5,10.62,2.82,4.46,0
4,460293.0196,36.84,1,1,19,156,2018,510000,2018,5,5,10.62,2.8,4.34,0
1,1045481.863,31.07,0,2,30,254,2018,750000,2018,5,5,11.44,2.79,4.77,0
1,1494416.76,27.14,0,1,28,225,2022,2100000,2022,5,5,12.51,2.44,5.51,0
1,1494416.76,33.11,0,2,16,129,2016,1245000,2016,2,7,12.68,2.52,5.19,0
4,460293.0196,40.62,1,1,30,258,2010,300000,2010,5,5,10.62,2.54,4.2,0
4,460293.0196,36.21,0,2,19,149,2017,546000,2017,2,5,10.62,2.75,4.34,0
4,460293.0196,38.44,1,1,7,59,2016,533000,2016,2,5,10.62,2.65,4.46,0
4,1045481.863,44.81,0,1,7,56,2004,160000,2004,5,5,11.43,2.44,4.64,0
4,460293.0196,39.83,1,1,8,80,2012,332000,2012,2,5,10.62,2.73,4.29,0
4,1045481.863,39.39,1,2,19,142,2018,809000,2018,2,5,11.35,2.78,4.69,0
4,460293.0196,48.24,0,3,19,140,2015,347000,2016,2,5,9.99,2.85,4.06,0
4,460293.0196,41.21,1,2,19,156,2006,150000,2006,5,5,10.91,2.53,4.45,0
4,1494416.76,46,1,1,30,260,2021,1359000,2022,2,5,10,2.72,4.85,0
4,460293.0196,33.32,1,2,8,70,2018,543000,2018,2,5,10.62,2.66,4.34,0
4,460293.0196,41.21,1,3,19,156,2006,150000,2006,5,5,10.91,2.53,4.45,0
4,460293.0196,32.71,0,2,26,207,2016,350000,2016,5,5,10,2.89,4.06,0
4,460293.0196,46.42,1,3,8,69,2006,135000,2006,5,5,11.03,2.48,3.92,0
4,460293.0196,44.81,1,2,19,160,2005,170000,2005,5,5,9.99,2.66,4.06,0
1,1494416.76,44.09,0,1,1,16,2018,2850000,2018,2,5,12.59,2.74,5.73,0
1,1045481.863,36.84,0,1,20,168,2016,2750000,2016,2,5,12.68,2.68,5.54,0
1,1042342.282,36.84,1,2,29,250,2015,1449000,2015,5,7,12.68,2.35,4.65,0
4,460293.0196,36.84,1,1,19,136,2015,300000,2015,5,5,9.99,2.88,4.06,0
4,460293.0196,34.22,1,2,19,160,2014,377000,2014,4,5,9.99,2.74,4.06,0
1,1045481.863,48.28,0,2,19,157,2017,638000,2017,2,5,10.77,3.05,4.2,0
4,460293.0196,39.57,0,1,19,160,2021,674000,2021,2,5,10.62,2.74,4.34,0
4,460293.0196,30.24,1,1,19,160,2021,613000,2022,4,5,10.62,2.74,4.34,0
4,1494416.76,29.62,1,1,12,97,2019,1145000,2019,2,5,11.44,2.56,4.84,0
4,460293.0196,35.13,1,2,8,81,2015,595000,2015,2,5,10.62,2.65,4.34,0
1,1494416.76,49.32,1,2,6,45,2014,450000,2014,5,5,11.44,2.83,4.48,0
4,460293.0196,40.74,1,1,7,59,2017,599000,2017,5,5,10.62,2.65,4.46,0
4,460293.0196,42.51,1,1,19,137,2016,625000,2016,5,5,10.62,2.78,4.36,0
1,1042342.282,49.32,1,1,29,250,2011,750000,2011,5,8,12.68,2.34,4.67,0
1,1042342.282,39.06,0,1,29,251,2018,2165000,2018,2,8,12.68,2.25,5.56,0
1,1045481.863,46.42,1,2,2,25,2010,445000,2010,5,5,12.58,2.64,5.29,0
4,1045481.863,46.42,1,3,29,241,2004,120000,2004,5,5,12.68,2.38,5.48,0
4,460293.0196,36.84,1,2,8,80,2012,320000,2012,5,5,10.62,2.73,4.29,0
4,460293.0196,49.32,1,2,19,134,2006,165000,2006,5,5,9.38,2.7,3.59,0
1,1494416.76,43.09,1,2,16,124,2015,575000,2015,2,7,11.43,2.64,4.64,0
1,1045481.863,45.62,1,1,19,157,2017,707000,2017,2,5,10.77,3.05,4.2,0
4,460293.0196,42.2,1,1,19,137,2016,593000,2016,2,5,10.62,2.78,4.36,0
4,460293.0196,44.48,1,1,2,23,2011,250000,2011,5,5,10.62,2.65,4.3,0
4,460293.0196,41.98,1,1,8,81,2016,685000,2016,2,5,10.62,2.65,4.34,0
4,1045481.863,39.71,1,1,8,78,2016,699000,2016,2,5,11.67,2.57,4.95,0
4,1045481.863,41.21,0,2,29,243,2017,1200000,2017,5,5,12.16,2.43,5.17,0
4,460293.0196,28.98,1,2,19,135,2021,425000,2021,6,5,9.38,2.8,3.62,0
1,460293.0196,47.91,1,2,30,258,2014,380000,2014,5,5,10.62,2.81,4.2,0
