fuel_type,body_type,kilometer_runned,transmission_type,number_of_owners,manufacturer,model,model_year,price,registration_year,insurance_validity,seats,engine_displacement,mileage,max_power(bhp),City
1,460293.0196,53.22,1,1,28,227,2009,80000,2009,3,5,10.77,2.62,4.2,4
1,1494416.76,48.63,0,1,20,180,2016,3190000,2016,2,5,12.68,2.48,5.84,4
4,1045481.863,52.43,1,1,7,61,2007,35840,2007,3,5,12.68,2.28,5.24,4
4,1045481.863,27.02,1,1,7,52,2022,750000,2022,3,5,10.62,2.65,4.46,4
1,1494416.76,39.21,0,1,0,6,2013,1765000,2013,5,5,12.53,2.42,5.59,4
1,1045481.863,49.45,1,1,8,68,2013,900000,2013,3,5,11.65,2.83,5.02,4
4,1494416.76,22.96,1,1,28,233,2022,950000,2022,3,5,10.62,2.59,4.91,4
1,1045481.863,49.55,1,1,2,25,2016,450000,2017,3,5,12.6,2.62,5.47,4
1,1494416.76,40.33,0,1,19,159,2019,895000,2019,5,5,10.77,2.9,4.46,4
4,460293.0196,37.54,1,1,8,80,2009,250000,2009,3,5,10.62,2.73,4.29,4
4,1494416.76,36.46,0,1,7,55,2015,1285000,2015,2,5,12.68,2.29,5.72,4
4,460293.0196,37.11,1,1,23,196,2013,325000,2013,3,5,10.62,2.69,4.06,4
4,1494416.76,28.02,1,1,12,97,2021,1390000,2021,2,5,11.44,2.56,4.84,4
4,1045481.863,35.65,1,1,8,78,2018,823000,2018,6,5,11.67,2.57,4.95,4
4,1494416.76,25.64,0,1,12,97,2019,1395000,2019,2,5,11.06,2.55,5.17,4
1,1042342.282,47.18,1,1,29,250,2014,790000,2014,2,7,12.68,2.35,4.65,4
4,460293.0196,31.7,1,1,26,207,2019,342000,2019,4,5,9.38,2.81,3.76,4
1,1045481.863,51.33,1,1,7,52,2013,270000,2014,3,5,11.44,2.95,4.62,4
1,1045481.863,44.54,1,1,7,52,2014,358000,2015,3,5,11.44,2.95,4.62,4
1,1045481.863,57.68,1,1,19,157,2016,500000,2016,3,5,10.77,2.98,4.2,4
1,1045481.863,40.37,1,1,19,157,2012,410000,2012,3,5,10.77,2.86,4.2,4
4,1494416.76,27.21,1,1,23,194,2021,650000,2021,3,5,10,2.66,4.14,4
4,1045481.863,31.03,0,1,27,217,2019,2290000,2019,2,5,12.16,2.47,5.61,4
4,1494416.76,32.34,0,1,15,111,2020,1500000,2020,3,5,11.32,2.41,5.2,4
4,460293.0196,39.44,1,1,19,160,2018,380000,2018,3,5,9.99,2.74,4.06,4
1,1045481.863,41.09,0,3,1,10,2017,1700000,2017,3,5,12.59,2.83,5.75,4
1,1494416.76,53.98,1,4,16,122,2009,450000,2009,3,9,12.68,2.29,4.93,4
4,460293.0196,37.21,1,1,8,81,2017,500000,2017,3,5,10.62,2.65,4.34,4
1,1494416.76,44.5,1,1,12,97,2019,945000,2019,3,5,11.43,2.75,4.84,4
1,1494416.76,45.79,1,1,7,53,2016,525000,2016,2,7,11.44,2.8,4.62,4
1,1494416.76,42.71,1,1,8,77,2019,975000,2019,2,5,11.18,2.87,4.46,4
1,1045481.863,51.17,1,1,27,216,2008,564000,2008,3,5,12.38,2.6,4.73,4
4,460293.0196,41.33,1,1,8,80,2016,326000,2017,5,5,10.28,2.71,4.08,4
4,460293.0196,43.54,1,1,8,81,2015,465000,2015,6,5,10.62,2.65,4.34,4
4,460293.0196,34.8,1,1,19,160,2009,180000,2009,3,5,10.2,2.66,4.06,4
1,1045481.863,46.32,1,1,19,157,2018,710000,2018,4,5,10.77,3.05,4.2,4
4,1045481.863,45.68,1,1,8,78,2018,794000,2018,6,5,11.67,2.57,4.95,4
4,1045481.863,41.6,1,1,19,157,2015,465000,2015,2,5,10.62,2.75,4.36,4
1,460293.0196,51.62,1,4,8,81,2011,150000,2011,3,5,11.18,2.8,4.46,4
1,1045481.863,46.1,1,1,7,56,2014,520000,2014,2,5,11.44,2.96,4.62,4
1,1045481.863,53.38,1,3,2,25,2010,361000,2010,3,5,12.58,2.64,5.29,4
1,1045481.863,44.53,1,1,26,211,2013,390000,2013,2,5,11.35,2.79,4.39,4
1,1494416.76,50.13,0,2,29,247,2016,2450000,2016,2,7,12.68,2.26,5.53,4
4,460293.0196,48.61,1,2,19,152,2009,93982,2010,2,5,10.62,2.76,4.41,4
4,460293.0196,30.27,1,1,19,137,2021,600000,2021,3,5,10.62,2.76,4.34,4
4,1045481.863,38.67,0,1,29,243,2009,395000,2009,2,5,12.15,2.44,5.17,4
4,1045481.863,35.97,1,1,8,78,2021,980000,2021,3,5,11.44,2.61,4.84,4
4,460293.0196,33.61,1,1,19,160,2016,360000,2016,3,5,9.99,2.74,4.06,4
4,460293.0196,53.46,1,4,19,134,2010,68063,2010,3,5,9.38,2.7,3.59,4
1,1045481.863,41.18,0,1,20,168,2012,1250000,2012,5,5,12.68,2.46,5.54,4
1,1494416.76,39.17,0,1,0,6,2013,1850000,2013,5,5,12.53,2.42,5.59,4
4,460293.0196,36.96,1,1,19,156,2017,450000,2017,3,5,10.62,2.73,4.36,4
4,1045481.863,25.51,0,1,8,65,2020,735000,2020,2,5,10.62,2.72,4.34,4
0,460293.0196,34.47,1,1,19,140,2020,500000,2020,6,5,9.99,3.11,3.82,4
4,460293.0196,40.21,1,1,8,70,2018,485000,2018,2,5,10.62,2.66,4.34,4
1,460293.0196,42.03,1,1,19,156,2014,429000,2014,4,5,10.77,2.84,4.2,4
4,460293.0196,33.88,1,1,19,160,2015,347000,2015,5,5,9.99,2.74,4.06,4
1,1045481.863,41.72,0,2,8,78,2016,695000,2016,2,5,11.65,2.67,5.02,4
1,1494416.76,43.6,0,1,1,19,2014,2450000,2014,5,5,12.68,2.27,5.84,4
1,1494416.76,42.97,1,2,0,5,2017,2325000,2017,5,5,12.53,2.59,5.17,4
4,1045481.863,39.99,1,1,19,157,2013,400000,2014,3,5,10.62,2.67,4.41,4
4,460293.0196,22.1,1,1,28,222,2022,900000,2022,3,5,10.62,2.68,4.43,4
1,1494416.76,44.24,1,2,29,247,2015,1300000,2015,3,7,12.68,2.35,5.53,4
4,1045481.863,31.33,0,2,27,218,2015,330000,2015,3,5,11.69,2.43,4.7,4
4,460293.0196,53.28,1,1,19,160,2014,250000,2014,3,5,9.99,2.74,4.06,4
1,1494416.76,36.59,1,1,12,97,2020,1575000,2020,2,5,11.43,2.75,4.84,4
4,1494416.76,36.59,0,1,12,97,2019,1475000,2019,2,5,11.06,2.55,5.17,4
1,1045481.863,52.85,0,3,20,168,2006,225000,2006,3,5,12.68,2.46,5.54,4
1,1045481.863,38.03,0,1,0,2,2013,1370000,2014,2,5,12.53,2.48,5.2,4
4,1494416.76,25.86,1,1,7,62,2022,900000,2022,3,5,10.62,2.55,4.46,4
1,1045481.863,46.43,1,3,8,79,2014,300000,2014,3,5,10.38,2.9,4.14,4
4,460293.0196,47.2,1,2,2,29,2011,60000,2012,3,5,9.98,2.62,3.96,4
4,460293.0196,44.08,1,1,19,135,2018,272000,2018,4,5,9.38,2.8,3.62,4
4,460293.0196,45.98,1,1,19,156,2018,509000,2018,4,5,10.62,2.82,4.46,4
1,460293.0196,42.14,1,1,19,137,2016,470000,2016,3,5,10.77,3.01,4.2,4
0,460293.0196,26.44,1,1,19,153,2022,539000,2022,2,4,9.99,3.11,3.88,4
4,460293.0196,37.45,1,1,19,156,2018,544000,2018,4,5,10.62,2.82,4.46,4
4,1045481.863,45.62,1,2,8,63,2006,142000,2006,3,5,11.43,2.36,4.55,4
4,460293.0196,38.49,1,2,8,80,2016,345000,2016,2,5,10.62,2.73,4.29,4
1,1045481.863,45.07,1,1,27,218,2018,965000,2018,5,5,11.44,2.76,4.77,4
4,1045481.863,34.93,1,1,19,157,2011,280000,2011,3,5,10.62,2.6,4.41,4
1,1042342.282,59.34,1,1,19,144,2013,450000,2014,3,7,10.77,2.75,4.46,4
1,1494416.76,31.5,0,1,12,97,2019,1130000,2019,3,5,11.43,2.61,4.84,4
1,1494416.76,41.6,1,1,6,45,2018,775000,2018,2,5,11.44,2.84,4.63,4
1,1494416.76,53.44,1,1,23,198,2014,216000,2014,3,5,11.35,2.73,4.38,4
4,460293.0196,41.21,1,1,8,81,2017,600000,2017,2,5,10.62,2.65,4.34,4
4,1045481.863,37.97,0,1,0,0,2018,2090000,2018,2,5,11.17,2.68,5.31,4
1,1494416.76,46.08,1,1,16,129,2020,1012000,2020,3,7,12.68,2.47,5.35,4
4,460293.0196,26.32,1,1,19,156,2022,630000,2022,3,5,10.62,2.82,4.46,4
1,1494416.76,44.81,1,2,28,235,2015,590000,2015,2,7,12.68,2.42,5.29,4
1,1045481.863,40.26,0,1,10,91,2014,3800000,2014,2,5,12.68,2.44,5.84,4
4,1045481.863,44.26,1,1,8,78,2018,875000,2018,6,5,11.67,2.57,4.95,4
4,1045481.863,25.2,1,1,27,219,2022,1110000,2022,5,5,10,2.69,4.85,4
4,460293.0196,36.45,1,1,8,67,2018,280000,2018,3,5,9.38,2.76,3.81,4
4,460293.0196,46.86,1,1,19,156,2012,364000,2012,2,5,10.62,2.82,4.46,4
4,460293.0196,33.33,1,1,26,207,2019,352000,2019,5,5,9.38,2.81,3.76,4
4,460293.0196,54.84,1,1,23,196,2015,215000,2015,3,5,10.62,2.69,4.06,4
1,1045481.863,40.87,1,2,30,263,2012,300000,2012,3,5,11.69,2.74,4.7,4
4,460293.0196,48.02,1,1,8,80,2012,231000,2013,3,5,10.62,2.73,4.29,4
1,1045481.863,41.11,1,1,8,78,2020,1156000,2020,3,5,11.43,2.92,4.84,4
1,460293.0196,41.69,1,1,19,156,2013,400000,2013,3,5,10.77,2.84,4.2,4
4,460293.0196,49.34,1,1,8,81,2016,500000,2016,3,5,10.62,2.65,4.34,4
1,460293.0196,49.07,1,3,19,156,2013,350000,2014,3,5,10.77,2.84,4.2,4
4,460293.0196,40.82,0,3,7,54,2015,385000,2015,4,5,10.62,2.55,4.43,4
4,698986.5829,35.74,1,3,19,151,2014,94353,2014,3,8,9.38,2.56,3.36,4
4,460293.0196,39.71,1,1,19,135,2012,96295,2012,3,5,9.38,2.83,3.62,4
0,698986.5829,31.85,1,1,19,143,2022,570000,2022,3,5,10.61,2.75,3.95,4
4,460293.0196,40.36,1,2,8,81,2010,117000,2010,3,5,10.62,2.64,4.29,4
4,460293.0196,27.76,1,1,28,222,2020,537000,2020,4,5,10.62,2.68,4.43,4
1,1045481.863,41.5,0,3,19,157,2019,678000,2019,5,5,10.77,3.05,4.2,4
4,1045481.863,39.87,1,1,7,52,2018,541000,2020,5,5,10.62,2.69,4.46,4
4,460293.0196,39.16,1,1,8,81,2019,578000,2019,5,5,10.62,2.65,4.34,4
4,460293.0196,35.81,1,1,8,67,2015,200000,2016,3,5,9.38,2.76,3.81,4
4,1494416.76,27.09,1,1,19,159,2021,750000,2021,3,5,11.35,2.57,4.69,4
1,460293.0196,41.02,1,1,8,81,2017,675000,2017,2,5,11.18,2.82,4.46,4
4,1494416.76,40.21,1,1,19,159,2021,895000,2021,2,5,11.35,2.57,4.69,4
4,460293.0196,33.44,1,1,8,70,2015,420000,2015,3,5,10.62,2.66,4.34,4
4,460293.0196,47.12,1,1,19,137,2020,550000,2020,3,5,10.62,2.76,4.34,4
4,1045481.863,38.66,1,1,19,157,2021,725000,2021,3,5,10.62,2.82,4.46,4
1,1494416.76,47.19,1,1,6,45,2015,420000,2015,3,5,11.44,2.83,4.48,4
4,1045481.863,56.1,1,3,7,58,2007,150000,2007,3,5,12.16,2.38,5.07,4
1,1045481.863,37.33,1,1,8,78,2016,785000,2016,2,5,11.65,2.88,5.02,4
4,460293.0196,29.67,1,1,28,222,2020,460000,2020,3,5,10.62,2.68,4.43,4
4,1045481.863,33,1,1,19,142,2018,750000,2019,3,5,11.11,2.75,4.5,4
4,1045481.863,40.17,1,2,17,121,2008,73000,2008,3,5,11.69,2.35,4.39,4
1,1042342.282,45.26,1,4,16,114,2008,108000,2008,3,7,12.68,2.39,3.98,4
4,460293.0196,33.75,1,1,19,140,2019,419000,2020,5,5,9.99,2.93,4.04,4
4,1494416.76,35.71,1,1,6,45,2017,549000,2017,2,5,11.44,2.51,4.8,4
4,1045481.863,32.08,1,1,19,157,2021,710000,2021,2,5,10.62,2.82,4.46,4
4,460293.0196,41.43,1,2,19,156,2015,426000,2015,2,5,10.62,2.82,4.46,4
1,1494416.76,46.33,1,1,16,129,2014,633000,2014,2,7,12.68,2.47,5.19,4
4,460293.0196,28.87,0,2,26,207,2020,440000,2021,3,5,10,2.8,4.06,4
1,460293.0196,44.04,1,3,6,49,2013,250000,2013,3,5,11.18,2.71,4.08,4
1,1045481.863,48.22,0,4,30,256,2008,477000,2009,3,5,12.38,2.49,4.72,4
1,460293.0196,43.09,1,1,8,70,2017,470000,2018,3,5,10.38,2.88,4.12,4
1,1045481.863,45.87,1,2,30,263,2013,400000,2014,3,5,11.69,2.74,4.7,4
1,1494416.76,42.31,1,1,23,198,2014,550000,2014,3,5,11.35,2.67,4.77,4
1,460293.0196,41.21,0,1,19,149,2017,545000,2017,2,5,10.77,2.99,4.2,4
1,460293.0196,43.97,1,1,8,82,2015,565000,2015,2,5,11.18,2.77,4.46,4
4,460293.0196,24.71,1,1,19,135,2022,410000,2022,3,5,9.38,2.8,3.62,4
4,1045481.863,48.93,1,3,7,52,2014,380000,2014,3,5,10.62,2.62,4.43,4
4,460293.0196,32.01,0,2,19,161,2016,400000,2016,3,5,9.99,2.74,4.06,4
4,460293.0196,33.97,1,1,19,137,2016,650000,2016,3,5,10.62,2.78,4.36,4
1,1494416.76,46.71,0,1,12,97,2019,1260000,2019,3,5,11.43,2.61,4.84,4
1,460293.0196,53.45,1,2,19,156,2014,450000,2014,3,5,10.77,2.93,4.2,4
4,460293.0196,42.12,1,1,8,67,2014,210000,2014,4,5,9.38,2.76,3.81,4
4,1494416.76,20.81,1,1,28,233,2022,990000,2022,3,5,10.62,2.59,4.91,4
4,1494416.76,22.09,1,1,19,155,2020,1059000,2020,6,5,11.35,2.65,4.69,4
4,460293.0196,44.03,1,1,8,70,2017,426000,2017,5,5,10.62,2.66,4.34,4
4,460293.0196,33.17,1,1,8,80,2011,175000,2011,3,5,10.62,2.73,4.29,4
1,460293.0196,38.51,1,2,30,258,2012,220000,2012,3,5,10.62,2.81,4.2,4
1,460293.0196,27.23,1,1,8,81,2022,1000000,2022,3,5,11.43,2.92,4.62,4
4,460293.0196,14.96,1,1,26,207,2022,530000,2022,3,5,10,2.78,4.06,4
4,1494416.76,56.77,1,1,8,66,2017,700000,2017,3,5,11.67,2.48,4.95,4
4,460293.0196,27.45,1,1,26,207,2019,299000,2019,3,5,9.38,2.93,3.76,4
4,460293.0196,37.15,1,1,8,67,2015,250000,2015,3,5,9.38,2.76,3.81,4
4,1042342.282,43.62,1,1,19,144,2020,895000,2020,2,7,11.35,2.68,4.69,4
4,460293.0196,33.22,1,1,19,135,2019,322000,2019,3,5,9.38,2.91,3.62,4
4,1494416.76,35.34,1,1,16,126,2022,1400000,2022,3,4,12.59,2.48,5.31,4
4,1045481.863,47.65,1,4,7,56,2006,150000,2006,3,5,11.44,2.61,4.27,4
4,460293.0196,41.11,0,1,19,136,2018,310000,2018,3,5,9.99,2.88,4.06,4
1,1494416.76,45.84,1,2,16,129,2013,500000,2013,3,7,12.68,2.47,5.19,4
4,1494416.76,36.34,1,1,8,66,2017,825000,2017,2,5,11.67,2.51,4.95,4
1,1494416.76,32.7,1,1,19,159,2018,810000,2018,5,5,10.77,2.9,4.46,4
4,1045481.863,36.82,1,1,8,65,2020,649000,2020,4,5,10.62,2.74,4.34,4
4,460293.0196,36.72,1,1,19,137,2018,670000,2018,2,5,10.62,2.78,4.36,4
1,1494416.76,35.4,0,1,12,97,2019,1525000,2019,2,5,11.43,2.62,4.84,4
1,460293.0196,36.65,1,1,19,156,2018,655000,2018,2,5,10.77,3.05,4.2,4
4,460293.0196,40.98,1,1,28,237,2020,493000,2020,2,5,10.62,2.67,4.39,4
4,460293.0196,39.22,1,1,19,160,2009,325000,2013,2,5,9.99,2.79,4.06,4
1,460293.0196,46.57,0,1,19,156,2018,550000,2018,6,5,10.77,3.05,4.2,4
4,460293.0196,35.39,0,2,26,207,2020,376000,2020,3,5,10,2.8,4.06,4
4,460293.0196,36.7,1,1,30,258,2017,337000,2018,3,5,10.62,2.53,4.2,4
4,1494416.76,35.55,0,1,28,233,2021,1045000,2021,3,5,10.62,2.54,4.91,4
1,1045481.863,59.73,1,1,19,157,2011,118000,2011,3,5,10.77,2.68,4.2,4
1,1045481.863,59.32,1,1,19,142,2017,436000,2017,3,5,10.77,3.04,4.46,4
4,1494416.76,33.05,0,1,8,77,2020,861000,2020,3,5,9.99,2.63,4.91,4
4,1494416.76,37.05,1,1,7,62,2019,590000,2019,4,5,10.62,2.6,4.46,4
4,460293.0196,19.99,1,1,8,71,2020,553000,2020,3,5,10.62,2.75,4.34,4
1,1494416.76,36.32,1,1,16,124,2017,429000,2018,3,7,11.43,2.64,4.64,4
4,460293.0196,51.79,1,1,19,137,2017,500000,2017,3,5,10.62,2.78,4.36,4
1,460293.0196,58.59,1,1,19,152,2010,108000,2010,3,5,10.77,2.76,4.2,4
1,1494416.76,49.89,1,1,16,129,2015,482000,2015,3,7,12.68,2.47,5.19,4
4,1045481.863,40.29,1,2,7,52,2017,422000,2017,5,5,10.62,2.69,4.46,4
4,460293.0196,35.76,1,1,8,80,2011,206000,2011,5,5,10.62,2.73,4.29,4
4,1045481.863,44.91,1,1,19,142,2017,630000,2017,3,5,11.11,2.75,4.5,4
4,1494416.76,36.43,0,1,7,55,2015,1390000,2015,2,5,12.68,2.29,5.72,4
1,1045481.863,40.41,1,1,7,52,2017,525000,2018,2,5,11.44,2.95,4.62,4
4,460293.0196,14.96,1,1,19,135,2022,364000,2022,3,5,9.38,2.8,3.62,4
4,460293.0196,48.03,1,1,8,67,2014,200000,2014,3,5,9.38,2.76,3.81,4
1,1494416.76,44.65,0,2,8,66,2017,975000,2017,2,5,11.65,2.6,5.02,4
4,460293.0196,40.66,1,1,16,118,2018,250000,2018,3,6,10.62,2.63,4.34,4
1,1494416.76,45.94,1,1,28,225,2020,1300000,2020,3,5,12.51,2.57,5.17,4
1,460293.0196,54.3,1,1,19,156,2010,200000,2011,3,5,10.77,2.61,4.2,4
4,1042342.282,43.97,1,1,7,60,2015,450000,2015,3,7,11.44,2.59,4.9,4
4,460293.0196,44.26,1,1,8,80,2009,150000,2009,3,5,10.28,2.71,4.08,4
1,1045481.863,47.37,1,2,28,230,2012,244000,2012,2,5,10.77,2.67,4.46,4
4,460293.0196,40.48,1,1,7,54,2018,350000,2018,3,5,10.62,2.64,4.43,4
1,1045481.863,39.64,0,1,10,90,2019,3100000,2019,5,5,12.6,2.68,5.61,4
1,460293.0196,56.84,1,1,8,81,2011,179000,2011,3,5,11.18,2.8,4.46,4
1,1494416.76,30.01,1,1,16,116,2019,900000,2019,3,7,11.43,2.55,4.12,4
4,460293.0196,36.05,1,1,8,80,2011,190000,2011,2,5,10.62,2.73,4.29,4
4,1494416.76,25.42,1,1,26,208,2021,547000,2022,3,5,10,2.74,4.62,4
4,1045481.863,44.74,1,2,19,142,2015,510000,2016,3,5,11.11,2.75,4.5,4
1,1494416.76,34.1,0,1,8,66,2020,1650000,2020,3,5,11.43,2.64,4.84,4
4,1494416.76,35.44,1,1,27,215,2021,1000000,2021,2,5,10,2.68,4.85,4
1,1045481.863,50.56,1,1,19,157,2016,580000,2016,3,5,10.77,2.98,4.2,4
4,460293.0196,42.63,1,1,8,67,2017,250000,2017,3,5,9.38,2.76,3.81,4
1,460293.0196,42.16,1,4,19,156,2015,310000,2015,3,5,10.77,2.93,4.2,4
1,1045481.863,53.49,1,2,19,142,2016,400000,2016,3,5,10.77,3.04,4.46,4
4,460293.0196,42.25,1,2,19,134,2008,94723,2008,3,5,9.38,2.7,3.59,4
4,1042342.282,31.92,1,1,19,144,2022,602000,2022,3,7,11.35,2.74,4.67,4
4,1494416.76,36.83,1,1,12,98,2022,900000,2022,4,5,10.62,2.64,4.34,4
4,460293.0196,55.84,1,1,19,134,2006,54000,2006,3,5,9.38,2.7,3.59,4
4,460293.0196,41.69,1,3,19,134,2011,110000,2011,3,5,9.38,2.7,3.59,4
4,1045481.863,32.45,1,3,6,44,2015,300000,2015,3,5,10.61,2.63,4.43,4
4,1494416.76,30.84,1,2,23,194,2021,417000,2021,3,5,10,2.66,4.14,4
4,460293.0196,41.51,1,1,8,70,2015,325000,2015,3,5,10.62,2.66,4.34,4
4,1494416.76,40.87,1,1,12,97,2019,1200000,2019,3,5,11.06,2.55,5.17,4
1,1045481.863,46.38,1,2,19,157,2012,211000,2012,3,5,10.77,2.86,4.2,4
4,1494416.76,36.05,0,1,12,97,2021,1450000,2021,3,5,11.06,2.55,5.17,4
1,460293.0196,54.17,1,1,8,70,2014,270000,2014,3,5,10.38,2.88,4.12,4
1,460293.0196,45.61,1,1,8,81,2014,300000,2014,3,5,11.18,2.8,4.46,4
1,1045481.863,43.2,1,2,7,56,2014,442000,2014,3,5,11.44,2.96,4.62,4
4,460293.0196,32.09,0,2,19,156,2020,508000,2021,3,5,10.62,2.77,4.34,4
1,1494416.76,45.12,1,2,16,129,2012,400000,2012,3,7,12.68,2.47,5.19,4
4,1045481.863,41.62,1,1,2,27,2007,62000,2008,3,5,11.69,2.35,4.68,4
1,1494416.76,54.33,1,1,16,129,2012,415000,2012,3,7,12.68,2.47,5.19,4
1,1494416.76,40.87,1,1,19,159,2018,755000,2018,3,5,10.77,2.9,4.46,4
4,460293.0196,36.09,1,1,19,136,2018,340000,2018,3,5,9.99,2.88,4.06,4
1,1045481.863,47.14,1,1,8,78,2018,900000,2018,3,5,11.65,2.8,5.02,4
4,1042342.282,47.56,0,2,19,144,2017,381000,2017,3,7,11.11,2.57,4.5,4
1,1494416.76,44.84,1,1,8,66,2019,950000,2019,3,5,11.18,2.81,4.46,4
1,1045481.863,42.56,1,2,19,142,2016,500000,2016,3,5,10.77,3.04,4.46,4
4,1045481.863,31.84,0,1,7,52,2021,731000,2021,3,5,10.62,2.64,4.46,4
4,1494416.76,41.12,0,1,11,92,2018,1200000,2018,3,5,11.1,2.52,5.44,4
1,1494416.76,50.85,1,1,11,92,2018,1000000,2018,3,5,12.51,2.58,5.54,4
1,460293.0196,52.62,1,2,19,156,2012,300000,2012,3,5,10.77,2.84,4.2,4
4,1045481.863,33.9,1,1,19,142,2017,607000,2017,3,5,11.11,2.75,4.5,4
4,460293.0196,45.88,1,2,19,163,2005,69000,2005,3,5,9.98,2.59,3.9,4
1,1045481.863,47.47,0,1,1,13,2012,1275000,2012,2,5,12.59,2.56,5.84,4
1,1494416.76,42.97,0,2,13,104,2016,3675000,2017,2,5,12.68,2.33,5.73,4
1,1042342.282,51.56,1,1,29,250,2014,1350000,2014,5,7,12.68,2.35,4.65,4
4,1494416.76,32.58,0,1,11,92,2018,1490000,2018,5,5,11.1,2.52,5.43,4
1,1494416.76,34.26,1,1,16,124,2016,750000,2016,0,7,11.43,2.64,4.64,4
1,460293.0196,43.64,1,1,19,137,2018,675000,2018,2,5,10.77,3.01,4.2,4
1,1494416.76,51.83,1,1,29,247,2010,1050000,2010,5,7,12.68,2.26,5.52,4
4,460293.0196,34.2,1,1,19,136,2023,276000,2023,5,5,9.99,2.9,4.04,4
4,460293.0196,36.84,1,1,19,160,2016,182000,2016,5,5,9.99,2.74,4.06,4
4,1045481.863,39.15,1,1,19,145,2005,50000,2005,5,5,10.91,2.51,4.38,4
4,1042342.282,36.84,1,1,26,212,2023,600000,2023,5,7,10,2.71,4.14,4
4,460293.0196,49.32,1,1,8,67,2012,130000,2012,5,5,9.38,2.76,3.81,4
4,460293.0196,41.21,1,2,6,49,2011,110000,2011,5,5,10.61,2.5,4.12,4
4,460293.0196,36.84,1,2,19,164,2008,55000,2008,5,5,9.99,2.63,4.06,4
4,460293.0196,34.2,1,1,26,207,2016,250000,2016,5,5,9.38,2.93,3.76,4
4,460293.0196,46.42,1,1,19,133,2010,110000,2010,5,5,9.99,2.67,4.04,4
0,460293.0196,39.15,1,1,19,134,2012,130000,2012,5,5,9.38,2.99,3.37,4
4,460293.0196,27.14,1,1,19,135,2021,330000,2021,5,5,9.38,2.8,3.62,4
4,1045481.863,31.07,1,1,19,157,2020,600000,2020,5,5,10.62,2.77,4.34,4
4,1042342.282,41.21,1,1,26,212,2020,600000,2020,5,7,10,2.71,4.14,4
4,1042342.282,41.21,1,1,26,212,2020,600000,2020,5,7,10,2.71,4.14,4
1,1494416.76,31.07,1,1,16,115,2023,1100000,2023,5,7,11.43,2.59,4.64,4
4,1494416.76,36.84,0,3,6,45,2014,400000,2014,5,5,11.44,2.55,4.79,4
4,460293.0196,31.07,1,1,8,81,2011,300000,2011,5,5,10.62,2.57,4.29,4
4,460293.0196,27.14,1,1,8,74,2011,180000,2011,5,5,10.28,2.62,3.96,4
1,1494416.76,27.14,1,1,16,128,2022,1100000,2022,5,5,11.44,2.71,4.86,4
4,460293.0196,44.81,1,1,8,81,2012,230000,2012,5,5,10.62,2.57,4.29,4
4,460293.0196,21.54,1,1,3,31,2022,700000,2022,5,5,10.62,2.68,4.77,4
1,1494416.76,39.15,1,1,6,45,2017,600000,2017,5,5,11.44,2.84,4.63,4
1,460293.0196,49.32,1,2,6,49,2013,150000,2013,5,5,11.18,2.71,4.08,4
1,460293.0196,49.32,1,2,6,49,2013,150000,2013,5,5,11.18,2.71,4.08,4
4,460293.0196,21.54,1,1,19,160,2021,500000,2021,5,5,9.99,2.79,4.06,4
4,460293.0196,36.84,0,2,19,136,2018,350000,2018,5,5,9.99,2.88,4.06,4
1,1494416.76,36.84,1,2,28,233,2018,600000,2018,5,5,11.44,2.78,4.77,4
4,460293.0196,36.84,1,1,4,33,2016,225000,2016,5,5,10.62,2.74,4.06,4
1,1494416.76,31.07,1,1,16,114,2021,1000000,2021,5,7,11.43,2.52,4.22,4
1,1045481.863,53.13,1,2,19,157,2010,190000,2010,5,5,10.77,2.68,4.2,4
4,2760580.954,31.07,0,2,25,200,2020,15000000,2020,5,4,12.68,2.25,5.84,4
1,1494416.76,41.21,1,1,16,115,2021,950000,2021,5,7,11.43,2.59,4.64,4
4,460293.0196,44.81,1,1,19,164,2010,150000,2010,5,5,9.99,2.67,4.06,4
4,460293.0196,36.84,1,1,19,134,2010,185000,2010,5,5,9.38,2.7,3.59,4
1,1494416.76,39.15,1,4,16,126,2017,450000,2017,5,6,12.68,2.55,4.72,4
1,1045481.863,39.15,1,2,7,52,2016,430000,2016,5,5,11.44,2.95,4.62,4
4,460293.0196,31.07,1,2,8,80,2010,175000,2010,5,5,10.62,2.73,4.29,4
4,1045481.863,39.15,1,1,8,63,2008,100000,2008,5,5,11.43,2.36,4.55,4
1,1042342.282,49.32,1,2,19,144,2017,600000,2017,5,7,10.77,2.91,4.46,4
4,1045481.863,46.42,1,1,19,157,2011,200000,2011,5,5,10.91,2.6,4.41,4
1,1494416.76,36.84,1,1,16,122,2020,1600000,2020,5,7,12.68,2.49,5.15,4
4,460293.0196,41.21,1,1,8,74,2007,100000,2007,5,5,10.28,2.61,3.98,4
4,1494416.76,21.54,1,1,16,128,2022,1200000,2022,5,5,10.62,2.56,4.77,4
4,1494416.76,36.84,1,1,16,128,2020,1070000,2020,5,5,10.62,2.56,4.77,4
4,460293.0196,43.09,1,1,8,67,2015,248000,2015,5,5,9.38,2.76,3.81,4
4,460293.0196,34.2,1,1,19,135,2020,400000,2020,5,5,9.38,2.8,3.62,4
1,460293.0196,53.13,1,1,7,59,2016,400000,2016,5,5,11.44,3.01,4.62,4
1,1045481.863,34.2,0,1,7,52,2021,900000,2021,5,5,11.44,2.76,4.29,4
